date,Uriah,Veylan,Sofi,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
14-40-05,36,46,0,0,48,0,39,0,53,52,0
14-41-05,36,46,0,0,48,0,40,0,53,52,0
14-42-05,35,47,0,0,48,0,39,0,53,52,0
14-43-05,36,47,0,0,48,0,39,0,53,52,0
14-44-05,36,47,0,0,48,0,39,0,53,52,0
14-45-05,37,46,0,0,48,0,41,0,53,51,0
14-46-05,35,47,0,0,48,0,40,0,53,52,0
14-47-05,35,46,0,0,48,0,39,0,53,51,0
14-48-05,36,47,0,0,48,0,39,0,53,52,0
14-49-05,36,47,0,0,48,0,40,0,53,52,0
14-50-05,36,46,0,0,48,0,40,0,53,51,0
14-51-05,35,47,0,0,48,0,39,0,53,51,0
14-52-05,36,46,0,0,48,0,40,0,53,52,0
14-53-05,35,46,0,0,48,0,40,0,53,51,0
14-54-05,35,47,0,0,48,0,40,0,53,52,0
14-55-05,36,46,0,0,48,0,40,0,53,52,0
14-56-05,35,46,0,0,47,0,39,0,53,52,0
14-57-05,36,47,0,0,49,0,40,0,53,52,0
14-58-05,37,46,0,0,48,0,40,0,54,52,0
14-59-05,36,46,0,0,48,0,39,0,53,52,0
15-00-05,35,47,0,0,48,0,39,0,53,52,0
15-01-05,35,47,0,0,48,0,40,0,53,52,0
15-02-05,36,46,0,0,48,0,39,0,53,52,0
15-03-05,36,47,0,0,48,0,40,0,53,52,0
15-04-05,36,47,0,0,48,0,40,0,53,52,0
15-05-05,36,47,0,0,48,0,40,0,53,52,0
15-06-05,36,46,0,0,48,0,39,0,53,52,0
15-07-05,35,46,0,0,48,0,40,0,53,52,0
15-08-05,36,47,0,0,48,0,40,0,53,52,0
15-09-05,35,47,0,0,48,0,39,0,54,52,0
15-10-05,35,46,0,0,48,0,40,0,53,52,0
15-11-05,36,47,0,0,47,0,40,0,53,52,0
15-12-05,36,47,0,0,48,0,41,0,53,52,0
15-13-05,36,46,0,0,47,0,40,0,53,52,0
15-14-05,35,45,0,0,48,0,40,0,53,52,0
15-15-05,35,46,0,0,48,0,39,0,53,52,0
15-16-05,36,47,0,0,48,0,40,0,53,52,0
15-17-05,36,47,0,0,48,0,39,0,53,52,0
15-18-05,36,47,0,0,48,0,39,0,53,52,0
15-19-05,36,46,0,0,47,0,40,0,53,52,0
15-20-05,35,47,0,0,48,0,39,0,53,51,0
15-21-05,36,47,0,0,0,0,39,0,53,52,0
15-22-05,36,46,0,0,0,0,38,0,53,52,0
15-23-05,35,46,0,0,0,0,40,0,53,52,0
15-24-05,36,47,0,0,0,0,40,0,53,52,0
15-25-05,35,46,0,0,0,0,39,0,53,52,0
15-26-05,36,47,0,0,0,0,40,0,53,51,0
15-27-05,36,47,0,0,0,0,40,0,53,52,0
15-28-05,35,46,0,0,0,0,40,0,53,52,0
15-29-05,36,47,0,0,0,0,39,0,53,52,0
15-30-05,36,46,0,0,0,0,39,0,53,51,0
15-31-05,36,46,0,0,0,0,39,0,53,52,0
15-32-05,36,46,0,0,0,0,40,0,53,52,0
15-33-05,36,47,0,0,0,0,39,0,53,52,0
15-34-05,36,47,0,0,0,0,40,0,53,51,0
15-35-05,36,47,0,0,0,0,39,0,53,52,0
15-36-05,37,46,0,0,0,0,39,0,53,52,0
15-37-05,36,46,0,0,0,0,41,0,53,52,0
15-38-05,36,46,0,0,0,0,40,0,53,51,0
15-39-05,36,46,0,0,0,0,40,0,53,52,0
15-40-05,36,46,0,0,0,0,40,0,53,52,0
15-41-05,36,47,0,0,0,0,40,0,53,52,0
15-42-05,37,46,0,0,0,0,40,0,53,52,0
15-43-05,37,47,0,0,0,0,39,0,53,52,0
15-44-05,37,47,0,0,0,0,40,0,53,52,0
15-45-05,36,46,0,0,0,0,40,0,53,52,0
15-46-05,36,47,0,0,0,0,40,0,53,51,0
15-47-05,37,0,0,0,0,0,39,0,53,51,0
15-48-05,36,0,0,0,0,0,40,0,53,52,0
15-49-05,36,0,0,0,0,0,40,0,53,52,0
15-50-05,36,0,0,0,0,0,39,0,53,52,0
15-51-05,36,0,0,0,0,0,0,0,53,52,0
15-52-05,37,0,0,0,0,0,0,0,53,52,0
15-53-05,36,0,0,0,0,0,0,0,53,52,0
