date,Uriah,Veylan,Neve,Elliot,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin,Taj,Silas,Beatrice,Willa
14-58-01,0,52,0,54,0,58,0,0,0,42,0,0,0,63,47,0
14-58-11,31,55,0,51,0,56,0,0,0,37,0,0,0,61,46,0
14-58-21,31,55,0,54,0,0,0,0,0,0,0,0,0,62,45,0
14-58-31,33,54,0,53,0,56,0,0,0,35,0,0,0,63,39,0
14-58-41,31,52,0,53,0,59,0,0,0,0,0,0,0,62,42,31
14-58-51,0,48,0,52,0,56,0,0,0,43,0,0,0,62,0,0
14-59-01,0,52,0,54,0,56,0,0,0,41,0,0,0,61,44,0
14-59-11,0,53,0,51,0,56,0,0,0,38,0,0,0,59,47,31
14-59-21,0,53,0,0,0,56,0,0,0,0,0,0,0,61,45,0
14-59-31,0,54,0,55,0,57,0,0,0,41,0,0,0,61,42,0
14-59-41,0,51,0,50,0,55,0,0,0,39,0,0,0,65,45,0
14-59-51,31,50,0,52,0,45,0,0,0,38,0,0,0,63,42,0
15-00-01,31,54,0,52,0,58,0,0,0,40,0,0,0,62,42,0
15-00-11,0,50,0,52,0,56,0,0,0,0,0,0,0,62,46,0
15-00-21,31,53,0,53,0,57,0,0,0,41,0,0,0,61,46,0
15-00-31,0,51,0,54,0,55,0,31,0,38,0,0,0,61,0,0
15-00-41,0,52,0,56,0,56,0,0,0,42,0,0,0,61,45,0
15-00-51,31,51,0,45,0,57,0,0,0,43,0,0,0,62,46,0
15-01-01,0,0,0,54,0,57,0,0,0,0,0,0,0,62,0,0
15-01-11,31,52,0,53,0,57,0,0,0,0,0,0,0,61,45,0
15-01-21,0,53,0,54,0,58,0,0,0,0,0,0,0,62,47,0
15-01-31,0,49,0,56,0,41,0,31,0,40,0,0,0,61,43,0
15-01-41,0,56,0,53,0,58,0,0,0,0,0,0,0,63,45,0
15-01-51,0,54,0,54,0,54,0,0,0,0,0,0,0,61,42,0
15-02-01,0,52,0,53,0,57,0,0,0,0,0,0,0,62,40,0
15-02-11,0,54,0,52,0,57,0,0,0,40,0,0,0,62,41,0
15-02-21,0,55,0,53,0,57,0,0,0,41,0,0,0,62,41,0
15-02-31,0,55,0,54,0,57,0,0,0,0,0,0,0,61,0,0
15-02-41,31,56,0,0,0,0,0,0,0,38,0,0,0,62,40,0
15-02-51,31,56,0,54,0,56,39,0,31,42,0,0,0,62,37,0
15-03-01,0,54,0,0,0,54,34,0,33,40,0,0,0,62,42,0
15-03-11,0,55,0,51,0,58,31,0,44,37,0,0,0,63,45,0
15-03-21,0,52,0,54,0,56,39,0,47,38,0,0,0,62,43,0
15-03-31,0,56,0,53,0,54,48,0,53,0,0,0,0,62,34,0
15-03-41,31,54,0,52,0,54,47,0,52,0,0,0,0,61,36,0
15-03-51,0,56,0,52,0,57,44,0,53,35,0,0,0,63,0,0
15-04-01,31,0,0,0,0,55,0,31,52,39,0,0,0,64,46,0
15-04-11,0,55,0,53,0,56,45,0,52,45,0,0,0,62,46,0
15-04-21,0,56,0,0,0,53,43,33,0,36,0,0,0,62,43,0
15-04-31,0,56,0,49,0,57,48,34,52,32,0,0,0,0,42,0
15-04-41,0,55,0,50,0,58,39,0,52,0,0,0,0,63,42,0
15-04-51,0,56,0,0,0,55,0,0,51,0,0,0,0,62,45,0
15-05-01,31,55,0,52,0,58,44,0,50,0,0,0,0,61,43,0
15-05-11,0,56,0,0,0,56,46,33,49,39,0,0,0,62,0,0
15-05-21,0,56,0,0,0,57,47,31,52,44,0,0,0,62,45,0
15-05-31,0,54,0,53,0,56,47,0,52,35,0,0,0,62,0,0
15-05-41,0,55,0,54,0,0,48,31,52,38,0,0,0,62,0,0
15-05-51,0,55,0,52,0,53,46,35,52,40,0,0,0,63,46,0
15-06-01,0,55,0,0,0,56,47,0,54,0,0,0,0,63,0,0
15-06-11,0,54,0,50,0,55,47,31,0,0,0,0,0,62,44,0
15-06-21,0,55,0,51,0,56,49,33,52,0,0,0,0,61,44,0
15-06-31,0,55,0,52,0,56,49,0,52,39,0,0,0,63,0,0
15-06-41,0,54,0,0,0,55,0,35,0,0,0,0,0,63,47,0
15-06-51,0,56,0,0,0,55,50,0,52,39,0,0,0,64,46,0
15-07-01,0,53,0,0,0,56,54,0,51,0,0,0,0,60,0,0
15-07-11,0,53,0,49,0,55,52,31,0,43,0,0,0,65,45,0
15-07-21,0,0,0,0,0,56,50,0,52,41,0,0,0,64,46,0
15-07-31,0,56,0,52,0,56,50,36,52,0,0,0,0,64,0,0
15-07-41,0,53,0,0,0,0,50,0,52,0,0,0,0,64,49,0
15-07-51,0,53,0,53,0,55,51,0,52,0,0,0,0,62,0,0
15-08-01,31,55,0,0,0,46,0,33,52,0,0,0,0,60,49,0
15-08-11,0,54,0,50,0,55,45,0,53,0,0,0,0,63,47,0
15-08-21,0,54,0,54,0,0,51,33,0,38,0,0,0,63,48,0
15-08-31,0,55,0,52,0,55,56,33,52,0,0,0,0,63,42,0
15-08-41,0,55,0,54,0,57,52,0,52,40,0,0,0,64,45,0
15-08-51,0,54,0,50,0,56,52,32,52,36,0,0,0,63,43,0
15-09-01,31,52,0,52,0,53,52,0,52,0,0,0,0,64,47,0
15-09-11,0,55,0,50,0,48,52,0,52,0,0,0,0,64,0,0
15-09-21,0,55,0,50,0,55,51,33,51,34,0,0,0,59,0,0
15-09-31,0,54,0,0,0,0,0,32,52,35,0,0,0,62,48,0
15-09-41,0,0,0,53,0,51,52,33,52,0,0,0,0,62,42,0
15-09-51,0,55,0,0,0,56,47,31,52,0,0,0,0,63,47,0
15-10-01,0,55,0,50,0,53,51,31,52,35,0,0,0,63,47,0
15-10-11,0,54,0,0,0,56,51,0,52,0,0,0,0,63,0,0
15-10-21,0,53,0,52,0,54,49,33,52,0,0,0,0,63,47,0
15-10-31,0,55,0,48,0,0,52,0,51,34,0,0,0,63,49,0
15-10-41,0,52,0,54,0,56,51,0,52,40,0,0,0,61,0,0
15-10-51,0,54,0,52,0,56,47,33,0,0,0,0,0,63,0,0
15-11-01,0,54,0,53,0,54,47,33,52,0,0,0,0,63,47,0
15-11-11,0,0,0,53,0,56,0,35,51,36,0,0,0,63,46,0
15-11-21,0,53,0,52,0,56,0,0,51,39,0,0,0,65,47,0
15-11-31,0,53,0,52,0,51,49,33,51,0,0,0,0,63,0,0
15-11-41,0,53,0,52,0,0,49,0,52,42,0,0,0,62,45,0
15-11-51,0,53,0,52,0,59,48,0,52,0,0,0,0,61,46,0
15-12-01,0,50,0,46,0,56,51,32,0,38,0,0,0,63,47,0
15-12-11,0,55,0,54,0,57,49,0,52,0,0,0,0,62,0,0
15-12-21,0,52,0,52,0,57,47,32,50,0,0,0,0,63,47,0
15-12-31,32,57,0,53,0,58,0,35,52,0,0,0,0,65,0,0
15-12-41,0,56,0,54,0,55,48,0,0,0,0,0,0,61,44,0
15-12-51,0,55,0,58,0,53,45,0,52,40,0,0,0,61,47,0
15-13-01,0,55,0,50,0,52,0,35,49,0,0,0,0,63,47,0
15-13-11,31,54,0,52,0,57,52,0,52,0,0,0,0,63,46,0
15-13-21,0,55,0,53,0,58,0,0,52,35,0,0,0,62,47,0
15-13-31,0,54,0,51,0,0,0,0,52,35,0,0,0,64,48,0
15-13-41,31,53,0,54,0,55,0,35,52,41,0,0,0,63,47,0
15-13-51,0,52,0,54,0,56,0,0,0,0,0,0,0,63,43,0
15-14-01,0,55,0,45,0,56,0,0,52,0,0,0,0,62,46,0
15-14-11,0,55,0,53,0,56,50,0,51,41,0,0,0,63,47,0
15-14-21,0,0,0,52,0,57,52,0,51,39,0,0,0,63,45,0
15-14-31,31,54,0,53,0,56,0,36,0,41,0,0,0,62,0,0
15-14-41,31,0,0,53,0,57,0,0,52,39,0,0,0,62,48,0
15-14-51,0,57,0,53,0,59,43,0,52,40,0,0,0,63,0,0
15-15-01,0,54,0,54,0,57,49,36,52,42,0,0,0,62,47,0
15-15-11,31,55,0,53,0,57,50,0,51,0,0,0,0,62,0,0
15-15-21,31,56,0,52,0,0,52,33,52,42,0,0,0,62,47,0
15-15-31,0,54,0,0,0,56,43,0,52,0,0,0,0,63,46,0
15-15-41,0,54,0,52,0,0,49,0,52,38,0,0,0,63,47,0
15-15-51,0,53,0,52,0,56,0,34,52,0,0,0,0,64,43,0
15-16-01,0,55,0,51,0,55,44,34,52,40,0,0,0,63,0,0
15-16-11,0,54,0,52,0,55,50,36,49,0,0,0,0,63,45,0
15-16-21,0,51,0,0,0,55,51,0,52,0,0,0,0,63,49,0
15-16-31,0,51,0,51,0,55,52,0,50,0,0,0,0,63,47,0
15-16-41,0,52,0,52,0,54,51,0,53,0,0,0,0,64,0,0
15-16-51,0,54,0,51,0,56,48,0,52,40,0,0,0,62,49,0
15-17-01,0,55,0,53,0,56,47,0,50,38,0,0,0,63,48,0
15-17-11,0,56,0,49,0,49,42,35,52,40,0,0,0,63,47,0
15-17-21,0,56,0,54,0,54,47,34,52,0,0,0,0,63,48,0
15-17-31,0,55,0,54,0,49,48,35,52,0,0,0,0,62,48,0
15-17-41,0,50,0,54,0,59,0,0,0,40,0,0,0,63,44,0
15-17-51,0,55,0,0,0,50,51,34,52,42,0,0,0,62,51,0
15-18-01,0,58,0,53,0,57,52,35,52,42,0,0,0,64,0,0
15-18-11,0,56,0,52,0,55,0,0,52,41,0,0,0,62,45,0
15-18-21,0,55,0,0,0,56,0,0,52,46,0,0,0,63,50,0
15-18-31,0,51,0,50,0,0,50,35,52,44,0,0,0,62,51,0
15-18-41,0,55,0,0,0,57,0,0,52,45,0,0,0,63,50,0
15-18-51,0,55,0,52,0,50,52,0,52,0,0,0,0,64,49,0
15-19-01,0,55,0,0,0,56,0,33,52,42,0,0,0,62,51,0
15-19-11,0,55,0,0,0,52,54,0,52,36,0,0,0,64,0,0
15-19-21,0,56,0,0,0,57,53,0,52,42,0,0,0,63,51,0
15-19-31,0,56,0,49,0,57,53,0,53,43,0,0,0,64,0,0
15-19-41,0,53,0,52,0,58,51,0,52,0,0,0,0,62,49,0
15-19-51,0,54,0,0,0,54,52,0,52,38,0,0,0,64,48,0
15-20-01,0,55,0,52,0,55,0,35,0,39,0,0,0,63,0,0
15-20-11,31,56,0,0,0,56,52,0,0,40,0,0,0,64,49,0
15-20-21,0,58,0,51,0,0,0,0,52,0,0,0,0,63,47,31
15-20-31,0,54,0,49,0,57,48,35,52,0,0,0,0,62,50,0
15-20-41,0,55,0,50,0,57,52,32,52,41,0,0,0,62,0,0
15-20-51,0,55,0,51,0,57,46,0,52,38,0,0,0,64,52,0
15-21-01,0,56,0,52,0,58,52,0,52,43,0,0,0,65,0,0
15-21-11,0,55,0,53,0,55,0,0,49,38,0,0,0,65,0,0
15-21-21,0,49,0,53,0,55,0,0,52,0,0,0,0,64,0,0
15-21-31,31,55,0,53,0,56,50,0,52,31,0,0,0,62,52,0
15-21-41,0,55,0,0,0,53,48,31,52,0,0,0,0,64,45,0
15-21-51,0,53,0,53,0,50,52,0,51,0,0,0,0,64,51,0
15-22-01,0,55,0,53,0,56,53,0,52,42,0,0,0,64,50,0
15-22-11,0,55,0,49,0,55,52,0,52,0,0,0,0,64,0,0
15-22-21,0,56,0,0,0,51,52,33,52,0,0,0,0,64,44,0
15-22-31,0,0,0,53,0,54,52,32,0,40,0,0,0,63,52,0
15-22-41,0,55,0,53,0,55,47,35,49,38,0,0,0,63,46,0
15-22-51,0,47,0,0,0,53,50,0,52,39,0,0,0,64,49,0
15-23-01,0,54,0,54,0,55,50,31,52,0,0,0,0,63,46,0
15-23-11,31,53,0,54,0,51,50,33,50,0,0,0,0,62,45,0
15-23-21,0,52,0,0,0,53,48,0,52,42,0,0,0,63,50,0
15-23-31,0,54,0,53,0,52,50,0,52,0,0,0,0,64,47,0
15-23-41,0,55,0,0,0,54,51,0,52,0,0,0,0,63,49,0
15-23-51,0,56,0,0,0,56,0,31,52,39,0,0,0,63,46,0
15-24-01,0,55,0,0,0,54,0,32,52,41,0,0,0,64,0,0
15-24-11,31,53,0,52,0,46,0,0,52,42,0,0,0,63,50,0
15-24-21,0,54,0,55,0,52,43,33,52,0,0,0,0,63,0,0
15-24-31,0,52,0,54,0,50,47,31,52,0,0,0,0,0,48,0
15-24-41,0,55,0,54,0,55,52,34,52,0,0,0,0,64,0,0
15-24-51,0,57,0,54,0,54,0,35,52,31,0,0,0,62,49,0
15-25-01,0,55,0,50,0,51,52,0,51,39,0,0,0,62,48,0
15-25-11,0,56,0,53,0,52,47,0,52,0,0,0,0,64,51,0
15-25-21,0,55,0,51,0,54,50,32,53,0,0,0,0,64,49,0
15-25-31,0,52,0,51,0,0,52,35,52,37,0,0,0,62,49,0
15-25-41,0,55,0,49,0,56,48,34,53,0,0,0,0,64,48,0
15-25-51,0,55,0,52,0,57,50,0,53,0,0,0,0,61,0,0
15-26-01,0,55,0,51,0,54,52,31,52,0,0,0,0,63,47,0
15-26-11,0,55,0,51,0,54,0,31,52,37,0,0,0,62,47,0
15-26-21,0,0,0,52,0,54,52,0,51,38,0,0,0,63,49,0
15-26-31,0,54,0,0,0,54,54,0,53,0,0,0,0,64,48,0
15-26-41,0,56,0,51,0,52,52,33,52,0,0,0,0,63,48,31
15-26-51,0,54,0,0,0,48,48,0,52,39,0,0,0,64,48,0
15-27-01,0,56,0,51,0,48,0,0,56,0,0,0,0,63,45,0
15-27-11,31,55,0,52,0,54,54,0,53,0,0,0,0,63,48,0
15-27-21,0,55,0,52,0,54,52,35,53,0,0,0,0,63,48,0
15-27-31,0,55,0,52,0,53,52,33,0,0,0,0,0,62,49,0
15-27-41,0,55,0,0,0,54,0,0,52,38,0,0,0,64,49,0
15-27-51,0,54,0,52,0,0,0,38,51,0,0,0,0,63,49,0
15-28-01,0,55,0,0,0,50,42,0,52,0,0,0,0,62,48,0
15-28-11,0,51,0,52,0,0,51,0,52,0,0,0,0,64,49,0
15-28-21,0,57,0,51,0,54,0,35,52,0,0,0,0,63,48,0
15-28-31,0,0,0,0,0,53,51,0,52,0,0,0,0,62,0,0
15-28-41,0,55,0,53,0,52,0,0,52,38,0,0,0,63,49,0
15-28-51,0,0,0,52,0,54,52,0,0,39,0,0,0,62,45,0
15-29-01,0,56,0,50,0,55,53,0,53,0,0,0,0,60,0,0
15-29-11,0,57,0,0,0,51,52,0,50,38,0,0,0,64,49,0
15-29-21,0,55,0,0,0,54,42,0,51,0,0,0,0,64,0,0
15-29-31,0,55,0,52,0,54,52,34,52,39,0,0,0,64,0,0
15-29-41,0,0,0,52,0,54,49,0,53,0,0,0,0,64,0,0
15-29-51,0,55,0,52,0,49,47,0,52,0,0,0,0,63,0,0
15-30-01,0,55,0,50,0,54,52,34,52,38,0,0,0,61,49,0
15-30-11,0,55,0,53,0,54,52,0,52,0,0,0,0,62,0,0
15-30-21,0,55,0,52,0,54,0,0,52,38,0,0,0,62,48,0
15-30-31,0,51,0,55,0,54,0,0,52,0,0,0,0,62,48,0
15-30-41,0,55,0,51,0,53,52,33,53,31,0,0,0,64,48,0
15-30-51,0,55,0,53,0,54,52,0,52,38,0,0,0,63,49,0
15-31-01,0,51,0,51,0,53,52,33,51,0,0,0,0,65,48,0
15-31-11,0,55,0,47,0,55,52,35,52,0,0,0,0,64,49,0
15-31-21,0,56,0,48,0,57,50,35,52,0,0,0,0,63,0,0
15-31-31,0,55,0,53,0,54,52,33,52,0,0,0,0,63,48,0
15-31-41,0,55,0,52,0,54,0,35,52,0,0,0,0,63,48,0
15-31-51,0,56,0,51,0,53,46,38,52,38,0,0,0,64,48,0
15-32-01,0,56,0,51,0,54,52,0,0,37,0,0,0,63,0,0
15-32-11,0,55,0,52,0,54,54,32,0,0,0,0,0,64,47,0
15-32-21,0,51,0,50,0,54,0,33,52,39,0,0,0,63,48,0
15-32-31,0,52,0,49,0,52,50,0,51,38,0,0,0,60,0,0
15-32-41,0,55,0,0,0,52,0,34,52,35,0,0,0,62,0,0
15-32-51,0,54,0,47,0,54,40,33,52,38,0,0,0,62,48,0
15-33-01,0,51,0,52,0,53,51,34,0,38,0,0,0,64,48,0
15-33-11,0,55,0,52,0,51,48,0,52,0,0,0,0,63,49,0
15-33-21,0,54,0,0,0,47,0,0,0,39,0,0,0,62,48,0
15-33-31,0,54,0,52,0,54,49,0,53,0,0,0,0,64,49,0
15-33-41,0,0,0,50,0,54,47,0,52,0,0,0,0,63,0,0
15-33-51,0,55,0,0,0,54,45,0,52,40,0,0,0,64,48,0
15-34-01,0,55,0,52,0,54,45,33,52,0,0,0,0,62,46,0
15-34-11,0,51,0,54,0,54,49,33,52,0,0,0,0,64,48,0
15-34-21,0,55,0,51,0,54,48,33,52,0,0,0,0,64,45,0
15-34-31,0,55,0,52,0,54,46,0,52,39,0,0,0,64,49,0
15-34-41,0,52,0,50,0,54,49,32,52,39,0,0,0,63,48,0
15-34-51,0,56,0,52,0,0,0,32,53,0,0,0,0,63,49,0
15-35-01,0,54,0,52,0,53,0,0,52,38,0,0,0,63,49,0
15-35-11,0,0,0,47,0,53,45,33,52,39,0,0,0,63,45,0
15-35-21,0,51,0,52,0,54,49,33,52,38,0,0,0,62,42,0
15-35-31,0,55,0,51,0,54,49,0,53,39,0,0,0,62,47,0
15-35-41,0,55,0,53,0,0,49,0,52,0,0,0,0,64,45,0
15-35-51,0,55,0,54,0,54,0,33,52,0,0,0,0,64,49,0
15-36-01,0,54,0,0,0,0,47,33,52,0,0,0,0,62,48,0
15-36-11,0,52,0,52,0,54,45,0,52,39,0,0,0,63,49,0
15-36-21,0,0,0,0,0,54,49,0,52,0,0,0,0,62,48,0
15-36-31,0,57,0,52,0,56,49,31,53,0,0,0,0,63,49,0
15-36-41,0,53,0,0,0,52,47,31,52,38,0,0,0,63,49,0
15-36-51,0,55,0,0,0,50,48,0,52,38,0,0,0,64,48,0
15-37-01,0,0,0,52,0,54,49,31,52,0,0,0,0,62,47,0
15-37-11,0,55,0,52,0,53,49,33,52,0,0,0,0,63,48,0
15-37-21,0,53,0,52,0,55,0,0,52,36,0,0,0,63,48,0
15-37-31,0,49,0,51,0,54,0,32,52,0,0,0,0,62,49,0
15-37-41,0,0,0,51,0,54,49,0,53,0,0,0,0,64,48,0
15-37-51,0,54,0,51,0,54,49,0,52,0,0,0,0,63,49,0
15-38-01,0,55,0,54,0,51,44,31,51,38,0,0,0,63,49,0
15-38-11,0,52,0,50,0,54,49,0,52,0,0,0,0,62,0,0
15-38-21,0,55,0,0,0,52,49,33,53,0,0,0,0,63,47,0
15-38-31,0,54,0,52,0,0,49,34,51,39,0,0,0,62,0,0
15-38-41,0,53,0,0,0,54,49,31,52,39,0,0,0,64,49,0
15-38-51,0,54,0,52,0,52,47,32,53,0,0,0,0,64,48,0
15-39-01,0,52,0,0,0,54,49,0,51,35,0,0,0,63,0,0
15-39-11,0,54,0,0,0,53,49,0,52,0,0,0,0,62,48,0
15-39-21,0,55,0,52,0,54,49,33,52,0,0,0,0,64,45,0
15-39-31,0,57,0,0,0,51,47,0,52,38,0,0,0,62,0,0
15-39-41,0,55,0,52,0,54,49,0,52,38,0,0,0,61,49,0
15-39-51,31,54,0,52,0,54,49,0,0,38,0,0,0,63,48,0
15-40-01,0,54,0,47,0,54,49,32,52,0,0,0,0,63,46,0
15-40-11,0,55,0,0,0,53,49,33,52,0,0,0,0,63,49,0
15-40-21,0,47,0,52,0,53,49,0,0,38,0,0,0,64,49,0
15-40-31,0,56,0,53,0,54,49,33,52,38,0,0,0,63,49,0
15-40-41,0,54,0,48,0,47,53,0,52,0,0,0,0,63,46,0
15-40-51,0,0,0,50,0,56,0,33,52,42,0,0,0,62,48,0
15-41-01,0,55,0,0,0,55,0,0,52,0,0,0,0,61,0,0
15-41-11,0,52,0,51,0,56,52,31,54,0,0,0,0,63,0,0
15-41-21,0,54,0,52,0,62,47,35,52,41,0,0,0,63,44,0
15-41-31,0,52,0,52,0,55,52,33,52,42,0,0,0,62,48,0
15-41-41,31,55,0,51,0,54,51,35,0,41,0,0,0,63,48,0
15-41-51,0,53,0,0,0,56,52,33,52,39,0,0,0,61,47,0
15-42-01,0,55,0,0,0,56,0,0,52,31,0,0,0,64,0,0
15-42-11,0,55,0,50,0,54,52,32,52,0,0,0,0,63,48,0
15-42-21,0,56,0,53,0,0,0,33,50,0,0,0,0,62,0,0
15-42-31,0,47,0,0,0,59,51,0,52,38,0,0,0,62,50,0
15-42-41,31,55,0,51,0,56,49,0,53,0,0,0,0,61,0,0
15-42-51,0,55,0,52,0,54,52,37,52,40,0,0,0,61,0,0
15-43-01,31,56,0,0,0,55,53,33,53,44,0,0,0,64,41,0
15-43-11,0,54,0,49,0,56,0,0,53,0,0,0,0,61,47,0
15-43-21,0,0,0,0,0,56,53,0,0,41,0,0,0,63,48,0
15-43-31,0,55,0,50,0,56,0,0,52,45,0,0,0,63,43,0
15-43-41,0,56,0,50,0,48,52,37,52,37,0,0,0,64,46,0
15-43-51,0,55,0,45,0,53,52,0,53,42,0,0,0,63,49,0
15-44-01,0,55,0,0,0,56,47,0,53,0,0,0,0,63,0,0
15-44-11,0,54,0,52,0,56,52,34,52,41,0,0,0,64,49,0
15-44-21,0,54,0,52,0,58,50,35,53,0,0,0,0,61,0,0
15-44-31,0,56,0,52,0,52,0,31,53,0,0,0,0,63,0,0
15-44-41,0,53,0,49,0,57,52,0,53,0,0,0,0,63,49,0
15-44-51,0,57,0,47,0,53,48,0,0,0,0,0,0,62,48,0
15-45-01,0,58,0,52,0,54,54,35,51,0,0,0,0,63,48,0
15-45-11,0,55,0,52,0,49,49,0,0,40,0,0,0,63,0,0
15-45-21,0,56,0,0,0,56,52,35,52,0,0,0,0,62,48,0
15-45-31,0,53,0,52,0,0,52,35,51,0,0,0,0,62,0,0
15-45-41,0,56,0,52,0,56,53,36,53,41,0,0,0,63,49,0
15-45-51,0,0,0,50,0,56,52,0,54,0,0,0,0,63,48,0
15-46-01,0,54,0,51,0,56,52,0,53,0,0,0,0,64,0,0
15-46-11,0,56,0,51,0,56,53,0,53,0,0,0,0,63,0,0
15-46-21,0,0,0,52,0,55,52,36,53,0,0,0,0,64,0,0
15-46-31,0,56,0,52,0,56,51,36,53,41,0,0,0,63,0,0
15-46-41,0,55,0,52,0,54,52,36,53,40,0,0,0,63,49,0
15-46-51,0,54,0,51,0,57,0,38,52,41,0,0,0,65,49,0
15-47-01,0,55,0,51,0,58,52,0,52,41,0,0,0,62,48,0
15-47-11,0,55,0,0,0,49,0,35,52,0,0,0,0,61,0,0
15-47-21,0,55,0,52,0,57,52,36,53,42,0,0,0,63,0,0
15-47-31,0,54,0,48,0,56,0,35,52,0,0,0,0,63,49,0
15-47-41,0,53,0,0,0,54,52,0,53,0,0,0,0,62,0,0
15-47-51,0,56,0,51,0,56,52,35,53,0,0,0,0,62,0,0
15-48-01,0,0,0,0,0,58,52,0,51,0,0,0,0,63,48,0
15-48-11,0,49,0,52,0,55,0,37,0,41,0,0,0,63,47,0
15-48-21,0,0,0,52,0,53,53,35,0,41,0,0,0,62,0,0
15-48-31,0,55,0,0,0,50,52,35,51,41,0,0,0,63,0,0
15-48-41,0,56,0,51,0,56,53,0,52,41,0,0,0,62,0,0
15-48-51,0,54,0,50,0,58,48,0,52,42,0,0,0,64,42,0
15-49-01,0,56,0,51,0,56,52,0,53,40,0,0,0,62,47,0
15-49-11,0,55,0,0,0,58,52,0,55,42,0,0,0,64,49,0
15-49-21,0,55,0,49,0,53,0,0,53,40,0,0,0,62,48,0
15-49-31,0,56,0,52,0,57,0,0,0,41,0,0,0,65,47,0
15-49-41,0,55,0,52,0,56,53,35,53,0,0,0,0,63,0,0
15-49-51,0,57,0,52,0,57,51,35,52,33,0,0,0,64,0,0
15-50-01,0,55,0,50,0,54,52,35,52,32,0,0,0,63,49,0
15-50-11,0,56,0,51,0,0,51,36,0,38,0,0,0,65,0,0
15-50-21,0,54,0,52,0,55,52,35,51,41,0,0,0,64,42,0
15-50-31,0,55,0,49,0,55,0,0,53,0,0,0,0,63,43,0
15-50-41,0,54,0,52,0,53,52,0,52,0,0,0,0,62,49,0
15-50-51,0,56,0,0,0,54,52,0,52,41,0,0,0,63,49,0
15-51-01,0,51,0,52,0,55,0,0,52,0,0,0,0,65,48,0
15-51-11,0,55,0,52,0,56,0,0,53,0,0,0,0,64,0,0
15-51-21,0,55,0,0,0,56,51,0,53,38,0,0,0,63,48,0
15-51-31,0,54,0,0,0,56,0,0,53,45,0,0,0,62,42,0
15-51-41,0,56,0,51,0,59,0,0,53,38,0,0,0,63,46,0
15-51-51,0,55,0,0,0,53,52,35,53,41,0,0,0,62,49,0
15-52-01,0,55,0,52,0,56,49,0,47,40,0,0,0,64,0,0
15-52-11,0,55,0,51,0,57,0,0,53,41,0,0,0,63,0,0
15-52-21,0,49,0,53,0,53,52,0,53,39,0,0,0,64,48,0
15-52-31,0,55,0,53,0,54,52,0,53,0,0,0,0,64,0,0
15-52-41,0,56,0,0,0,59,52,0,52,41,0,0,0,63,49,0
15-52-51,0,55,0,50,0,56,52,35,53,41,0,0,0,62,0,0
15-53-01,0,56,0,0,0,55,52,0,52,0,0,0,0,63,48,0
15-53-11,0,57,0,0,0,53,52,31,51,38,0,0,0,64,48,0
15-53-21,0,54,0,49,0,56,52,0,53,0,0,0,0,62,47,0
15-53-31,0,55,0,52,0,0,52,0,0,0,0,0,0,64,0,0
15-53-41,0,52,0,49,0,56,0,35,52,0,0,0,0,63,0,0
15-53-51,0,55,0,52,0,48,52,35,52,44,0,0,0,64,46,0
15-54-01,0,0,0,0,0,56,52,0,0,35,0,0,0,62,48,0
15-54-11,0,56,0,52,0,53,49,0,52,38,0,0,0,62,49,0
15-54-21,0,55,0,51,0,0,49,0,51,42,0,0,0,63,0,0
15-54-31,0,50,0,0,0,56,52,0,53,0,0,0,0,63,48,0
15-54-41,0,58,0,52,0,56,0,0,53,0,0,0,0,62,0,0
15-54-51,0,0,0,52,0,56,49,0,53,0,0,0,0,64,40,0
15-55-01,0,55,0,52,0,56,53,0,52,0,0,0,0,63,0,0
15-55-11,0,53,0,52,0,57,51,0,52,40,0,0,0,63,46,0
15-55-21,0,55,0,51,0,53,51,0,0,41,0,0,0,64,0,0
15-55-31,0,56,0,49,0,53,52,0,52,0,0,0,0,63,49,0
15-55-41,0,54,0,52,0,53,0,34,53,0,0,0,0,63,49,0
15-55-51,0,59,0,49,0,56,52,0,52,35,0,0,0,63,49,0
15-56-01,0,55,0,51,0,59,48,0,53,0,0,0,0,62,0,0
15-56-11,0,56,0,52,0,55,52,36,53,0,0,0,0,64,48,0
15-56-21,0,57,0,0,0,59,52,36,53,41,0,0,0,63,49,0
15-56-31,0,55,0,0,0,0,51,0,52,0,0,0,0,63,49,0
15-56-41,0,53,0,52,0,56,52,0,52,0,0,0,0,62,0,0
15-56-51,0,55,0,48,0,57,50,0,52,37,0,0,0,63,49,0
15-57-01,0,54,0,0,0,56,0,31,53,0,0,0,0,65,48,0
15-57-11,0,52,0,52,0,56,0,0,53,0,0,0,0,62,0,0
15-57-21,0,55,0,0,0,0,52,36,52,41,0,0,0,63,47,0
15-57-31,0,54,0,0,0,57,0,35,53,34,0,0,0,63,46,0
15-57-41,0,56,0,52,0,0,0,35,52,0,0,0,0,63,43,0
15-57-51,0,55,0,51,0,56,0,0,52,40,0,0,0,61,0,0
15-58-01,0,56,0,52,0,53,52,35,0,0,0,0,0,63,45,0
15-58-11,0,55,0,0,0,56,48,33,50,41,0,0,0,63,49,0
15-58-21,0,53,0,52,0,57,52,31,0,0,0,0,0,62,48,0
15-58-31,0,55,0,52,0,55,48,37,54,41,0,0,0,64,0,0
15-58-41,0,55,0,0,0,58,0,0,54,42,0,0,0,60,0,0
15-58-51,0,56,0,48,0,53,0,0,53,40,0,0,0,63,48,0
